,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Tên dự án:,Delivery Management System,Số test case:,716,,,,,,,,,,,
585,Chat_TC_16,Chat,Chat,Chức năng Chat,Kiểm tra xóa tin nhắn,User đã đăng nhập. Có ít nhất 2 user đang online.,1,Kiểm tra xóa tin nhắn,Test Data TBD,Expected Result TBD,,,,Medium
586,Chat_TC_17,Chat,Chat,Chức năng Chat,Kiểm tra sửa tin nhắn,User đã đăng nhập. Có ít nhất 2 user đang online.,1,Kiểm tra sửa tin nhắn,Test Data TBD,Expected Result TBD,,,,Medium
587,Chat_TC_18,Chat,Chat,Chức năng Chat,Kiểm tra reply tin nhắn,User đã đăng nhập. Có ít nhất 2 user đang online.,1,Kiểm tra reply tin nhắn,Test Data TBD,Expected Result TBD,,,,Medium
588,Chat_TC_19,Chat,Chat,Chức năng Chat,Kiểm tra React emoji,User đã đăng nhập. Có ít nhất 2 user đang online.,1,Kiểm tra React emoji,Test Data TBD,Expected Result TBD,,,,Medium
589,Chat_TC_20,Chat,Chat,Chức năng Chat,Kiểm tra forward tin nhắn,User đã đăng nhập. Có ít nhất 2 user đang online.,1,Kiểm tra forward tin nhắn,Test Data TBD,Expected Result TBD,,,,Medium
590,Chat_TC_21,Chat,Chat,Chức năng Chat,Kiểm tra pin tin nhắn,User đã đăng nhập. Có ít nhất 2 user đang online.,1,Kiểm tra pin tin nhắn,Test Data TBD,Expected Result TBD,,,,Medium
591,Chat_TC_22,Chat,Chat,Chức năng Chat,Kiểm tra tính năng vô đọc,User đã đăng nhập. Có ít nhất 2 user đang online.,1,Kiểm tra tính năng vô đọc,Test Data TBD,Expected Result TBD,,,,Medium
592,Chat_TC_23,Chat,Chat,Chức năng Chat,Kiểm tra hệ thống quảng cáo (Alert),User đã đăng nhập. Có ít nhất 2 user đang online.,1,Kiểm tra hệ thống quảng cáo (Alert),Test Data TBD,Expected Result TBD,,,,Medium
593,Chat_TC_24,Chat,Chat,Chức năng Chat,Kiểm tra âm thanh thông báo,User đã đăng nhập. Có ít nhất 2 user đang online.,1,Kiểm tra âm thanh thông báo,Test Data TBD,Expected Result TBD,,,,Medium
594,Chat_TC_25,Chat,Chat,Chức năng Chat,Kiểm tra giao diện Responsive,User đã đăng nhập. Có ít nhất 2 user đang online.,1,Kiểm tra giao diện Responsive,Test Data TBD,Expected Result TBD,,,,Medium
595,Chat_TC_26,Chat,Chat,Chức năng Chat,Kiểm tra thời gian phản hồi,User đã đăng nhập. Có ít nhất 2 user đang online.,1,Kiểm tra thời gian phản hồi,Test Data TBD,Expected Result TBD,,,,Medium
596,Chat_TC_27,Chat,Chat,Chức năng Chat,Kiểm tra offline message sync,User đã đăng nhập. Có ít nhất 2 user đang online.,1,Kiểm tra offline message sync,Test Data TBD,Expected Result TBD,,,,Medium
597,Chat_TC_28,Chat,Chat,Chức năng Chat,Kiểm tra encryption,User đã đăng nhập. Có ít nhất 2 user đang online.,1,Kiểm tra encryption,Test Data TBD,Expected Result TBD,,,,Medium
598,Chat_TC_29,Chat,Chat,Chức năng Chat,Kiểm tra session timeout,User đã đăng nhập. Có ít nhất 2 user đang online.,1,Kiểm tra session timeout,Test Data TBD,Expected Result TBD,,,,Medium
599,Chat_TC_30,Chat,Chat,Chức năng Chat,Kiểm tra Connection lost recovery,User đã đăng nhập. Có ít nhất 2 user đang online.,1,Kiểm tra Connection lost recovery,Test Data TBD,Expected Result TBD,,,,Medium
600,Pro_CapNhatThongTin_TC_01,Profile,Pro_CapNhatThongTin,Thay đổi thông tin tài khoản,Cập nhật thông tin thành công,User đã đăng nhập. JWT Token hợp lệ.,1,Cập nhật thông tin thành công,Test Data TBD,Expected Result TBD,,,,Medium
601,Pro_CapNhatThongTin_TC_02,Profile,Pro_CapNhatThongTin,Thay đổi thông tin tài khoản,Cập nhật tên người dùng,User đã đăng nhập. JWT Token hợp lệ.,1,Cập nhật tên người dùng,Test Data TBD,Expected Result TBD,,,,Medium
602,Pro_CapNhatThongTin_TC_03,Profile,Pro_CapNhatThongTin,Thay đổi thông tin tài khoản,Cập nhật email,User đã đăng nhập. JWT Token hợp lệ.,1,Cập nhật email,Test Data TBD,Expected Result TBD,,,,Medium
603,Pro_CapNhatThongTin_TC_04,Profile,Pro_CapNhatThongTin,Thay đổi thông tin tài khoản,Cập nhật số điện thoại,User đã đăng nhập. JWT Token hợp lệ.,1,Cập nhật số điện thoại,Test Data TBD,Expected Result TBD,,,,Medium
604,Pro_CapNhatThongTin_TC_05,Profile,Pro_CapNhatThongTin,Thay đổi thông tin tài khoản,Cập nhật địa chỉ,User đã đăng nhập. JWT Token hợp lệ.,1,Cập nhật địa chỉ,Test Data TBD,Expected Result TBD,,,,Medium
605,Pro_CapNhatThongTin_TC_06,Profile,Pro_CapNhatThongTin,Thay đổi thông tin tài khoản,Kiểm tra để trống tên,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra để trống tên,Test Data TBD,Expected Result TBD,,,,Medium
606,Pro_CapNhatThongTin_TC_07,Profile,Pro_CapNhatThongTin,Thay đổi thông tin tài khoản,Kiểm tra để trống email,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra để trống email,Test Data TBD,Expected Result TBD,,,,Medium
607,Pro_CapNhatThongTin_TC_08,Profile,Pro_CapNhatThongTin,Thay đổi thông tin tài khoản,Kiểm tra email sai định dạng,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra email sai định dạng,Test Data TBD,Expected Result TBD,,,,Medium
608,Pro_CapNhatThongTin_TC_09,Profile,Pro_CapNhatThongTin,Thay đổi thông tin tài khoản,Kiểm tra email trùng user khác,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra email trùng user khác,Test Data TBD,Expected Result TBD,,,,Medium
609,Pro_CapNhatThongTin_TC_10,Profile,Pro_CapNhatThongTin,Thay đổi thông tin tài khoản,Kiểm tra phone sai định dạng,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra phone sai định dạng,Test Data TBD,Expected Result TBD,,,,Medium
610,Pro_CapNhatThongTin_TC_11,Profile,Pro_CapNhatThongTin,Thay đổi thông tin tài khoản,Cập nhật ảnh đại diện,User đã đăng nhập. JWT Token hợp lệ.,1,Cập nhật ảnh đại diện,Test Data TBD,Expected Result TBD,,,,Medium
611,Pro_CapNhatThongTin_TC_12,Profile,Pro_CapNhatThongTin,Thay đổi thông tin tài khoản,Kiểm tra file ảnh quá lớn,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra file ảnh quá lớn,Test Data TBD,Expected Result TBD,,,,Medium
612,Pro_CapNhatThongTin_TC_13,Profile,Pro_CapNhatThongTin,Thay đổi thông tin tài khoản,Kiểm tra file ảnh định dạng sai,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra file ảnh định dạng sai,Test Data TBD,Expected Result TBD,,,,Medium
613,Pro_CapNhatThongTin_TC_14,Profile,Pro_CapNhatThongTin,Thay đổi thông tin tài khoản,Cập nhật ngôn ngữ,User đã đăng nhập. JWT Token hợp lệ.,1,Cập nhật ngôn ngữ,Test Data TBD,Expected Result TBD,,,,Medium
614,Pro_CapNhatThongTin_TC_15,Profile,Pro_CapNhatThongTin,Thay đổi thông tin tài khoản,Cập nhật múi giờ,User đã đăng nhập. JWT Token hợp lệ.,1,Cập nhật múi giờ,Test Data TBD,Expected Result TBD,,,,Medium
615,Pro_CapNhatThongTin_TC_16,Profile,Pro_CapNhatThongTin,Thay đổi thông tin tài khoản,Kiểm tra SQL Injection,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra SQL Injection,Test Data TBD,Expected Result TBD,,,,Medium
616,Pro_CapNhatThongTin_TC_17,Profile,Pro_CapNhatThongTin,Thay đổi thông tin tài khoản,Kiểm tra XSS protection,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra XSS protection,Test Data TBD,Expected Result TBD,,,,Medium
617,Pro_CapNhatThongTin_TC_18,Profile,Pro_CapNhatThongTin,Thay đổi thông tin tài khoản,Kiểm tra thời gian phản hồi,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra thời gian phản hồi,Test Data TBD,Expected Result TBD,,,,Medium
618,Pro_CapNhatThongTin_TC_19,Profile,Pro_CapNhatThongTin,Thay đổi thông tin tài khoản,Kiểm tra UI Responsive,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra UI Responsive,Test Data TBD,Expected Result TBD,,,,Medium
619,Pro_CapNhatThongTin_TC_20,Profile,Pro_CapNhatThongTin,Thay đổi thông tin tài khoản,Kiểm tra thông báo lỗi,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra thông báo lỗi,Test Data TBD,Expected Result TBD,,,,Medium
620,Pro_DoiMK_TC_01,Profile,Pro_DoiMK,Đổi mật khẩu tài khoản,Đổi mật khẩu thành công,User đã đăng nhập. JWT Token hợp lệ.,1,Đổi mật khẩu thành công,Test Data TBD,Expected Result TBD,,,,Medium
621,Pro_DoiMK_TC_02,Profile,Pro_DoiMK,Đổi mật khẩu tài khoản,Kiểm tra để trống mật khẩu cũ,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra để trống mật khẩu cũ,Test Data TBD,Expected Result TBD,,,,Medium
622,Pro_DoiMK_TC_03,Profile,Pro_DoiMK,Đổi mật khẩu tài khoản,Kiểm tra để trống mật khẩu mới,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra để trống mật khẩu mới,Test Data TBD,Expected Result TBD,,,,Medium
623,Pro_DoiMK_TC_04,Profile,Pro_DoiMK,Đổi mật khẩu tài khoản,Kiểm tra để trống xác nhận mật khẩu,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra để trống xác nhận mật khẩu,Test Data TBD,Expected Result TBD,,,,Medium
624,Pro_DoiMK_TC_05,Profile,Pro_DoiMK,Đổi mật khẩu tài khoản,Kiểm tra mật khẩu cũ sai,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra mật khẩu cũ sai,Test Data TBD,Expected Result TBD,,,,Medium
625,Pro_DoiMK_TC_06,Profile,Pro_DoiMK,Đổi mật khẩu tài khoản,Kiểm tra mật khẩu mới không khớp,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra mật khẩu mới không khớp,Test Data TBD,Expected Result TBD,,,,Medium
626,Pro_DoiMK_TC_07,Profile,Pro_DoiMK,Đổi mật khẩu tài khoản,Kiểm tra mật khẩu mới quá ngắn,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra mật khẩu mới quá ngắn,Test Data TBD,Expected Result TBD,,,,Medium
627,Pro_DoiMK_TC_08,Profile,Pro_DoiMK,Đổi mật khẩu tài khoản,Kiểm tra mật khẩu mới quá dài,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra mật khẩu mới quá dài,Test Data TBD,Expected Result TBD,,,,Medium
628,Pro_DoiMK_TC_09,Profile,Pro_DoiMK,Đổi mật khẩu tài khoản,Kiểm tra mật khẩu mới giống cũ,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra mật khẩu mới giống cũ,Test Data TBD,Expected Result TBD,,,,Medium
629,Pro_DoiMK_TC_10,Profile,Pro_DoiMK,Đổi mật khẩu tài khoản,Kiểm tra mật khẩu mới chỉ khoảng trắng,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra mật khẩu mới chỉ khoảng trắng,Test Data TBD,Expected Result TBD,,,,Medium
630,Pro_DoiMK_TC_11,Profile,Pro_DoiMK,Đổi mật khẩu tài khoản,Kiểm tra tính bảo mật (ẩn ký tự),User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra tính bảo mật (ẩn ký tự),Test Data TBD,Expected Result TBD,,,,Medium
631,Pro_DoiMK_TC_12,Profile,Pro_DoiMK,Đổi mật khẩu tài khoản,Kiểm tra SQL Injection,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra SQL Injection,Test Data TBD,Expected Result TBD,,,,Medium
632,Pro_DoiMK_TC_13,Profile,Pro_DoiMK,Đổi mật khẩu tài khoản,Kiểm tra XSS protection,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra XSS protection,Test Data TBD,Expected Result TBD,,,,Medium
633,Pro_DoiMK_TC_14,Profile,Pro_DoiMK,Đổi mật khẩu tài khoản,Kiểm tra rate limiting,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra rate limiting,Test Data TBD,Expected Result TBD,,,,Medium
634,Pro_DoiMK_TC_15,Profile,Pro_DoiMK,Đổi mật khẩu tài khoản,Kiểm tra session expire sau đổi MK,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra session expire sau đổi MK,Test Data TBD,Expected Result TBD,,,,Medium
635,Pro_DoiMK_TC_16,Profile,Pro_DoiMK,Đổi mật khẩu tài khoản,Kiểm tra login lại với MK mới,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra login lại với MK mới,Test Data TBD,Expected Result TBD,,,,Medium
636,Pro_DoiMK_TC_17,Profile,Pro_DoiMK,Đổi mật khẩu tài khoản,Kiểm tra email thông báo,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra email thông báo,Test Data TBD,Expected Result TBD,,,,Medium
637,Pro_DoiMK_TC_18,Profile,Pro_DoiMK,Đổi mật khẩu tài khoản,Kiểm tra thông báo lỗi,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra thông báo lỗi,Test Data TBD,Expected Result TBD,,,,Medium
638,Pro_DoiMK_TC_19,Profile,Pro_DoiMK,Đổi mật khẩu tài khoản,Kiểm tra thông báo thành công,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra thông báo thành công,Test Data TBD,Expected Result TBD,,,,Medium
639,Pro_DoiMK_TC_20,Profile,Pro_DoiMK,Đổi mật khẩu tài khoản,Kiểm tra thời gian phản hồi,User đã đăng nhập. JWT Token hợp lệ.,1,Kiểm tra thời gian phản hồi,Test Data TBD,Expected Result TBD,,,,Medium
640,Re_TongQuan_Admin_TC_01,Report & Analytics,Re_TongQuan,Xem tổng quan báo cáo,Xem tổng quan báo cáo thành công,User đã đăng nhập. Hệ thống sẵn sàng.,1,Xem tổng quan báo cáo thành công,Test Data TBD,Expected Result TBD,,,,Low
641,Re_TongQuan_Admin_TC_02,Report & Analytics,Re_TongQuan,Xem tổng quan báo cáo,Kiểm tra hiển thị doanh thu,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra hiển thị doanh thu,Test Data TBD,Expected Result TBD,,,,Low
642,Re_TongQuan_Admin_TC_03,Report & Analytics,Re_TongQuan,Xem tổng quan báo cáo,Kiểm tra hiển thị số đơn,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra hiển thị số đơn,Test Data TBD,Expected Result TBD,,,,Low
643,Re_TongQuan_Admin_TC_04,Report & Analytics,Re_TongQuan,Xem tổng quan báo cáo,Kiểm tra hiển thị số khách,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra hiển thị số khách,Test Data TBD,Expected Result TBD,,,,Low
644,Re_TongQuan_Admin_TC_05,Report & Analytics,Re_TongQuan,Xem tổng quan báo cáo,Kiểm tra KPI chính,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra KPI chính,Test Data TBD,Expected Result TBD,,,,Low
645,Re_TongQuan_Admin_TC_06,Report & Analytics,Re_TongQuan,Xem tổng quan báo cáo,Kiểm tra biểu đồ doanh thu theo ngày,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra biểu đồ doanh thu theo ngày,Test Data TBD,Expected Result TBD,,,,Low
646,Re_TongQuan_Admin_TC_07,Report & Analytics,Re_TongQuan,Xem tổng quan báo cáo,Kiểm tra biểu đồ đơn theo trạng thái,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra biểu đồ đơn theo trạng thái,Test Data TBD,Expected Result TBD,,,,Low
647,Re_TongQuan_Admin_TC_08,Report & Analytics,Re_TongQuan,Xem tổng quan báo cáo,Kiểm tra bộ lọc theo ngày,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra bộ lọc theo ngày,Test Data TBD,Expected Result TBD,,,,Low
648,Re_TongQuan_Admin_TC_09,Report & Analytics,Re_TongQuan,Xem tổng quan báo cáo,Kiểm tra bộ lọc theo tuần,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra bộ lọc theo tuần,Test Data TBD,Expected Result TBD,,,,Low
649,Re_TongQuan_Admin_TC_10,Report & Analytics,Re_TongQuan,Xem tổng quan báo cáo,Kiểm tra bộ lọc theo tháng,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra bộ lọc theo tháng,Test Data TBD,Expected Result TBD,,,,Low
650,Re_TongQuan_Admin_TC_11,Report & Analytics,Re_TongQuan,Xem tổng quan báo cáo,Kiểm tra bộ lọc theo năm,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra bộ lọc theo năm,Test Data TBD,Expected Result TBD,,,,Low
651,Re_TongQuan_Admin_TC_12,Report & Analytics,Re_TongQuan,Xem tổng quan báo cáo,Kiểm tra khoảng ngày custom,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra khoảng ngày custom,Test Data TBD,Expected Result TBD,,,,Low
652,Re_TongQuan_Admin_TC_13,Report & Analytics,Re_TongQuan,Xem tổng quan báo cáo,Kiểm tra dữ liệu cập nhật real-time,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra dữ liệu cập nhật real-time,Test Data TBD,Expected Result TBD,,,,Low
653,Re_TongQuan_Admin_TC_14,Report & Analytics,Re_TongQuan,Xem tổng quan báo cáo,Kiểm tra export PDF,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra export PDF,Test Data TBD,Expected Result TBD,,,,Low
654,Re_TongQuan_Admin_TC_15,Report & Analytics,Re_TongQuan,Xem tổng quan báo cáo,Kiểm tra export Excel,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra export Excel,Test Data TBD,Expected Result TBD,,,,Low
655,Re_TongQuan_User_TC_01,Report & Analytics,Re_TongQuan,Xem tổng quan báo cáo,Xem tổng quan báo cáo cá nhân,User đã đăng nhập. Hệ thống sẵn sàng.,1,Xem tổng quan báo cáo cá nhân,Test Data TBD,Expected Result TBD,,,,Low
656,Re_TongQuan_User_TC_02,Report & Analytics,Re_TongQuan,Xem tổng quan báo cáo,Kiểm tra chỉ xem dữ liệu cá nhân,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra chỉ xem dữ liệu cá nhân,Test Data TBD,Expected Result TBD,,,,Low
657,Re_TongQuan_User_TC_03,Report & Analytics,Re_TongQuan,Xem tổng quan báo cáo,Kiểm tra không xem dữ liệu người khác,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra không xem dữ liệu người khác,Test Data TBD,Expected Result TBD,,,,Low
658,Re_TongQuan_User_TC_04,Report & Analytics,Re_TongQuan,Xem tổng quan báo cáo,Kiểm tra hiển thị doanh thu cá nhân,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra hiển thị doanh thu cá nhân,Test Data TBD,Expected Result TBD,,,,Low
659,Re_TongQuan_User_TC_05,Report & Analytics,Re_TongQuan,Xem tổng quan báo cáo,Kiểm tra hiển thị số đơn cá nhân,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra hiển thị số đơn cá nhân,Test Data TBD,Expected Result TBD,,,,Low
